website,web_ip_addr,web_host_comp,web_host_country,web_host_city
briogeohair.com,23.227.38.32,"Shopify, Inc",Canada,none
straightlinesales.com,23.227.38.32,"Shopify, Inc",Canada,none
mielleorganics.com,23.227.38.32,"Shopify, Inc",Canada,none
hyundaitechnology.com,23.227.38.65,"Shopify, Inc",Canada,none
taylorstitch.com,23.227.38.74,"Shopify, Inc",Canada,none
vapevipshop.com,23.227.38.67,"Shopify, Inc",Canada,none
zilla.cl,23.227.38.64,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
sundaysnuggles.com,23.227.38.73,"Shopify, Inc",Canada,none
allcitizens.com,23.227.38.32,"Shopify, Inc",Canada,none
wildforkfoods.com,23.227.38.32,"Shopify, Inc",Canada,none
bootybybrabants.com,23.227.38.32,"Shopify, Inc",Canada,none
farmacybeauty.com,23.227.38.32,"Shopify, Inc",Canada,none
siobeauty.com,23.227.38.32,"Shopify, Inc",Canada,none
123presets.store,23.227.38.32,"Shopify, Inc",Canada,none
thetiebar.com,23.227.38.74,"Shopify, Inc",Canada,none
senitaathletics.com,23.227.38.32,"Shopify, Inc",Canada,none
greenglass.cl,23.227.38.32,"Shopify, Inc",Canada,none
noahny.com,23.227.38.32,"Shopify, Inc",Canada,none
smarthome.com,23.227.38.65,"Shopify, Inc",Canada,none
hvmn.com,23.227.38.65,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
janeiredale.com,23.227.38.65,"Shopify, Inc",Canada,none
warpweftworld.com,23.227.38.32,"Shopify, Inc",Canada,none
fragrance.one,23.227.38.32,"Shopify, Inc",Canada,none
oaktownspiceshop.com,23.227.38.32,"Shopify, Inc",Canada,none
battlbox.com,23.227.38.32,"Shopify, Inc",Canada,none
shekouwoman.com,23.227.38.32,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
polyandbark.com,23.227.38.32,"Shopify, Inc",Canada,none
gemplers.com,23.227.38.32,"Shopify, Inc",Canada,none
vavoomvodka.com,23.227.38.32,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
balr.com,23.227.38.65,"Shopify, Inc",Canada,none
threadlogic.com,23.227.38.32,"Shopify, Inc",Canada,none
august.com,23.227.38.32,"Shopify, Inc",Canada,none
clamarlys.com,23.227.38.70,"Shopify, Inc",Canada,none
birkenstock.in,23.227.38.32,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
frankgreen.com.au,23.227.38.32,"Shopify, Inc",Canada,none
hyperlitemountaingear.com,23.227.38.32,"Shopify, Inc",Canada,none
thecrunchcup.com,23.227.38.32,"Shopify, Inc",Canada,none
mynuface.com,23.227.38.32,"Shopify, Inc",Canada,none
silviax.com,23.227.38.32,"Shopify, Inc",Canada,none
blueangelshearing.com,23.227.38.65,"Shopify, Inc",Canada,none
blackwellswines.com,23.227.38.32,"Shopify, Inc",Canada,none
powerhousefilms.co.uk,23.227.38.32,"Shopify, Inc",Canada,none
eatcaketoday.com,23.227.38.32,"Shopify, Inc",Canada,none
hilma.co,23.227.38.32,"Shopify, Inc",Canada,none
shopethnos.com,23.227.38.74,"Shopify, Inc",Canada,none
venum.com,23.227.38.65,"Shopify, Inc",Canada,none
4patriots.com,23.227.38.32,"Shopify, Inc",Canada,none
aloha.com,23.227.38.32,"Shopify, Inc",Canada,none
fuchsiashoes.com,23.227.38.65,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
aythion.com,23.227.38.36,"Shopify, Inc",Canada,none
american-giant.com,23.227.38.65,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
juneandjanuary.com,23.227.38.32,"Shopify, Inc",Canada,none
voyageursoapandcandle.com,23.227.38.32,"Shopify, Inc",Canada,none
spotti.com,23.227.38.65,"Shopify, Inc",Canada,none
latiendacervecera.com,23.227.38.32,"Shopify, Inc",Canada,none
stilacosmetics.com,23.227.38.32,"Shopify, Inc",Canada,none
blueskyvitamin.com,23.227.38.32,"Shopify, Inc",Canada,none
upperstat.com,23.227.38.65,"Shopify, Inc",Canada,none
boot-boyz.biz,23.227.38.32,"Shopify, Inc",Canada,none
knackshops.com,23.227.38.32,"Shopify, Inc",Canada,none
kookai.com.au,23.227.38.32,"Shopify, Inc",Canada,none
dearfrances.com,23.227.38.32,"Shopify, Inc",Canada,none
lovekinship.com,23.227.38.32,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
asystem.com,23.227.38.65,"Shopify, Inc",Canada,none
a-ma-maniere.com,23.227.38.32,"Shopify, Inc",Canada,none
stephpresets.com,23.227.38.71,"Shopify, Inc",Canada,none
cocofloss.com,23.227.38.32,"Shopify, Inc",Canada,none
celluma.com,23.227.38.32,"Shopify, Inc",Canada,none
lather.com,23.227.38.32,"Shopify, Inc",Canada,none
2modern.com,23.227.38.74,"Shopify, Inc",Canada,none
freshfield.life,23.227.38.65,"Shopify, Inc",Canada,none
factory-direct.shop,23.227.38.67,"Shopify, Inc",Canada,none
tibi.com,23.227.38.65,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
brandywineboutique.co,23.227.38.32,"Shopify, Inc",Canada,none
drnxmyth.com,23.227.38.32,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
gettrusupps.com,23.227.38.65,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
puffco.com,23.227.38.32,"Shopify, Inc",Canada,none
limelight.pk,23.227.38.32,"Shopify, Inc",Canada,none
littletoes.com,23.227.38.32,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
woodentwist.com,23.227.38.32,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
amourvert.com,23.227.38.67,"Shopify, Inc",Canada,none
sugarpetshop.com,23.227.38.74,"Shopify, Inc",Canada,none
grillz.com,23.227.38.32,"Shopify, Inc",Canada,none
chicobag.com,23.227.38.32,"Shopify, Inc",Canada,none
mobilepixels.us,23.227.38.32,"Shopify, Inc",Canada,none
miniparadises.com,23.227.38.32,"Shopify, Inc",Canada,none
letsdisco.com,23.227.38.32,"Shopify, Inc",Canada,none
nicobar.com,23.227.38.65,"Shopify, Inc",Canada,none
aquariumfishsale.com,23.227.38.32,"Shopify, Inc",Canada,none
cleanskinclub.com,23.227.38.32,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
hikari-designs.com,23.227.38.74,"Shopify, Inc",Canada,none
lulucartoons.com,23.227.38.69,"Shopify, Inc",Canada,none
ryansimkhaieyeshop.com,23.227.38.65,"Shopify, Inc",Canada,none
ruffwear.com,23.227.38.32,"Shopify, Inc",Canada,none
popyourpup.com,23.227.38.74,"Shopify, Inc",Canada,none
mesmerizeindia.com,23.227.38.32,"Shopify, Inc",Canada,none
avocadogreenmattress.com,23.227.38.65,"Shopify, Inc",Canada,none
youfoodz.com,23.227.38.32,"Shopify, Inc",Canada,none
relationsracewheels.com,23.227.38.32,"Shopify, Inc",Canada,none
cobaboard.com,23.227.38.32,"Shopify, Inc",Canada,none
originalgrain.com,23.227.38.74,"Shopify, Inc",Canada,none
mommypie.co,23.227.38.66,"Shopify, Inc",Canada,none
lionbrand.com,23.227.38.65,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
snitch.co.in,23.227.38.65,"Shopify, Inc",Canada,none
bestbck.com,23.227.38.36,"Shopify, Inc",Canada,none
dr-ej.com,23.227.38.32,"Shopify, Inc",Canada,none
bestchoiceproducts.com,23.227.38.32,"Shopify, Inc",Canada,none
moxiskates.com,23.227.38.32,"Shopify, Inc",Canada,none
sijohome.com,23.227.38.32,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
simoneleblanc.com,23.227.38.32,"Shopify, Inc",Canada,none
virtualrun.com,23.227.38.32,"Shopify, Inc",Canada,none
creality3dofficial.com,23.227.38.32,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
dreamvessels.com,23.227.38.32,"Shopify, Inc",Canada,none
movera.lt,23.227.38.32,"Shopify, Inc",Canada,none
toddsnyder.com,23.227.38.32,"Shopify, Inc",Canada,none
drdabber.com,23.227.38.32,"Shopify, Inc",Canada,none
performixdriven.com,23.227.38.32,"Shopify, Inc",Canada,none
barehandssociety.com,23.227.38.32,"Shopify, Inc",Canada,none
roadid.com,23.227.38.32,"Shopify, Inc",Canada,none
happiestbaby.com,23.227.38.32,"Shopify, Inc",Canada,none
redragonzone.com,23.227.38.32,"Shopify, Inc",Canada,none
dukecannon.com,23.227.38.32,"Shopify, Inc",Canada,none
vahdamteas.in,23.227.38.32,"Shopify, Inc",Canada,none
patricianashdesigns.com,23.227.38.32,"Shopify, Inc",Canada,none
solostrength.com,23.227.38.32,"Shopify, Inc",Canada,none
kinderbeauty.com,23.227.38.65,"Shopify, Inc",Canada,none
oasisnutrition.com,23.227.38.32,"Shopify, Inc",Canada,none
pinkbuffaloboutique.com,23.227.38.32,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
ani.energy,23.227.38.65,"Shopify, Inc",Canada,none
culturekings.com,23.227.38.74,"Shopify, Inc",Canada,none
dubiaroaches.com,23.227.38.32,"Shopify, Inc",Canada,none
qwerkywriter.com,23.227.38.32,"Shopify, Inc",Canada,none
rastellis.com,23.227.38.32,"Shopify, Inc",Canada,none
pethempcompany.com,23.227.38.32,"Shopify, Inc",Canada,none
sector9.com,23.227.38.32,"Shopify, Inc",Canada,none
6ix9inestore.com,23.227.38.65,"Shopify, Inc",Canada,none
sheike.com.au,23.227.38.65,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
evannex.com,23.227.38.32,"Shopify, Inc",Canada,none
theflexled.com,23.227.38.68,"Shopify, Inc",Canada,none
sodasense.com,23.227.38.65,"Shopify, Inc",Canada,none
staud.clothing,23.227.38.65,"Shopify, Inc",Canada,none
homelabs.com,23.227.38.32,"Shopify, Inc",Canada,none
principaledinino.com,23.227.38.65,"Shopify, Inc",Canada,none
revocoolers.com,23.227.38.66,"Shopify, Inc",Canada,none
bartesian.com,23.227.38.32,"Shopify, Inc",Canada,none
thegarden.cl,23.227.38.65,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
ever-eden.com,23.227.38.32,"Shopify, Inc",Canada,none
smartpetchoice.com,23.227.38.66,"Shopify, Inc",Canada,none
shopluxelifeboutique.com,23.227.38.69,"Shopify, Inc",Canada,none
masksheets.com,23.227.38.65,"Shopify, Inc",Canada,none
starface.world,23.227.38.32,"Shopify, Inc",Canada,none
aligolden.com,23.227.38.32,"Shopify, Inc",Canada,none
mushie.com,23.227.38.32,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
flockfoods.com,23.227.38.32,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
vertoku.com,23.227.38.32,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
takoagency.com,23.227.38.32,"Shopify, Inc",Canada,none
steelsupplements.com,23.227.38.65,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
maximcreation.com,23.227.38.32,"Shopify, Inc",Canada,none
comprapolis.com,23.227.38.32,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
ascenteureka.com,23.227.38.67,"Shopify, Inc",Canada,none
brightboxes.shop,23.227.38.36,"Shopify, Inc",Canada,none
fairwayjockey.com,23.227.38.65,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
apos.audio,23.227.38.32,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
skinworldwide.com,23.227.38.32,"Shopify, Inc",Canada,none
clocksandcolours.com,23.227.38.74,"Shopify, Inc",Canada,none
almirah.com.pk,23.227.38.65,"Shopify, Inc",Canada,none
aquahuna.com,23.227.38.72,"Shopify, Inc",Canada,none
byhumankind.com,23.227.38.32,"Shopify, Inc",Canada,none
guyharvey.com,23.227.38.32,"Shopify, Inc",Canada,none
heelsnspurs.com,23.227.38.36,"Shopify, Inc",Canada,none
esprovisions.com,23.227.38.32,"Shopify, Inc",Canada,none
twillory.com,23.227.38.32,"Shopify, Inc",Canada,none
mydreamstore.in,23.227.38.65,"Shopify, Inc",Canada,none
prismplus.sg,23.227.38.32,"Shopify, Inc",Canada,none
lnonline.com.au,23.227.38.32,"Shopify, Inc",Canada,none
carsonrodizio.com,23.227.38.32,"Shopify, Inc",Canada,none
flimflam.shop,23.227.38.65,"Shopify, Inc",Canada,none
woodenwick.com,23.227.38.65,"Shopify, Inc",Canada,none
celestron.com,23.227.38.32,"Shopify, Inc",Canada,none
spiderwebshade.com,23.227.38.32,"Shopify, Inc",Canada,none
icaselit.com,23.227.38.70,"Shopify, Inc",Canada,none
onthelist-store.com,23.227.38.67,"Shopify, Inc",Canada,none
bellamihair.com,23.227.38.65,"Shopify, Inc",Canada,none
woolfjewlry.com,23.227.38.32,"Shopify, Inc",Canada,none
havenlock.com,23.227.38.65,"Shopify, Inc",Canada,none
frostnyc.com,23.227.38.32,"Shopify, Inc",Canada,none
wholesale-perfume.com,23.227.38.32,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
vrsgs.com,23.227.38.32,"Shopify, Inc",Canada,none
paperlike.com,23.227.38.32,"Shopify, Inc",Canada,none
petsclique.com,23.227.38.71,"Shopify, Inc",Canada,none
florencebymills.com,23.227.38.32,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
cultiver.com,23.227.38.32,"Shopify, Inc",Canada,none
goodieco.com,23.227.38.32,"Shopify, Inc",Canada,none
smartlightus.com,23.227.38.74,"Shopify, Inc",Canada,none
arenacommerce.com,23.227.38.32,"Shopify, Inc",Canada,none
standarddose.com,23.227.38.32,"Shopify, Inc",Canada,none
publicdesire.com,23.227.38.65,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
mustelausa.com,23.227.38.65,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
beprepared.com,23.227.38.32,"Shopify, Inc",Canada,none
aquatalia.com,23.227.38.32,"Shopify, Inc",Canada,none
importimageracing.com,23.227.38.32,"Shopify, Inc",Canada,none
ookioh.com,23.227.38.32,"Shopify, Inc",Canada,none
tendenciaspet.com,23.227.38.32,"Shopify, Inc",Canada,none
wholesalekeysmart.com,23.227.38.32,"Shopify, Inc",Canada,none
3dlasergifts.com,23.227.38.32,"Shopify, Inc",Canada,none
toadfishoutfitters.com,23.227.38.32,"Shopify, Inc",Canada,none
breeo.co,23.227.38.32,"Shopify, Inc",Canada,none
cymbiotika.com,23.227.38.32,"Shopify, Inc",Canada,none
hairwigsweave.store,23.227.38.71,"Shopify, Inc",Canada,none
12thtribe.com,23.227.38.67,"Shopify, Inc",Canada,none
morphe.com,23.227.38.65,"Shopify, Inc",Canada,none
starfiredirect.com,23.227.38.65,"Shopify, Inc",Canada,none
bill.tn,23.227.38.32,"Shopify, Inc",Canada,none
stagheaddesigns.com,23.227.38.32,"Shopify, Inc",Canada,none
buttercloth.com,23.227.38.32,"Shopify, Inc",Canada,none
vahdamteas.com,23.227.38.32,"Shopify, Inc",Canada,none
javapresse.com,23.227.38.32,"Shopify, Inc",Canada,none
beautytoolsnyc.com,23.227.38.32,"Shopify, Inc",Canada,none
campusprotein.com,23.227.38.32,"Shopify, Inc",Canada,none
aquariumcoop.com,23.227.38.32,"Shopify, Inc",Canada,none
artificialflowers.com,23.227.38.65,"Shopify, Inc",Canada,none
ivyswimwear.com,23.227.38.65,"Shopify, Inc",Canada,none
elloproducts.com,23.227.38.32,"Shopify, Inc",Canada,none
hayesbicycle.com,23.227.38.32,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
pictureline.com,23.227.38.32,"Shopify, Inc",Canada,none
aidion.com,23.227.38.65,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
pawhuggies.com,23.227.38.74,"Shopify, Inc",Canada,none
surefit.com,23.227.38.65,"Shopify, Inc",Canada,none
nutrimeals.ca,23.227.38.32,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
nordvian.com,23.227.38.65,"Shopify, Inc",Canada,none
culpritunderwear.com,23.227.38.32,"Shopify, Inc",Canada,none
wpstandard.com,23.227.38.32,"Shopify, Inc",Canada,none
joannaczech.com,23.227.38.32,"Shopify, Inc",Canada,none
joibeautyofficial.com,23.227.38.32,"Shopify, Inc",Canada,none
dreambranding.com,23.227.38.65,"Shopify, Inc",Canada,none
thejuneshop.com,23.227.38.32,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
rugsdoneright.com,23.227.38.65,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
skaraudio.com,23.227.38.32,"Shopify, Inc",Canada,none
fermliving.us,23.227.38.65,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
honestdeals4u.co,23.227.38.65,"Shopify, Inc",Canada,none
princie.com,23.227.38.32,"Shopify, Inc",Canada,none
allamericanclothing.com,23.227.38.65,"Shopify, Inc",Canada,none
bulkysellers.com,23.227.38.65,"Shopify, Inc",Canada,none
tentree.com,23.227.38.32,"Shopify, Inc",Canada,none
proofreadingservices.com,23.227.38.32,"Shopify, Inc",Canada,none
moonpod.co,23.227.38.32,"Shopify, Inc",Canada,none
darlingspring.com,23.227.38.32,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
aldimobile.com.au,23.227.38.65,"Shopify, Inc",Canada,none
krewe.com,23.227.38.32,"Shopify, Inc",Canada,none
meowingtons.com,23.227.38.74,"Shopify, Inc",Canada,none
lackofcolor.com,23.227.38.32,"Shopify, Inc",Canada,none
greensoul.online,23.227.38.32,"Shopify, Inc",Canada,none
chikili.com,23.227.38.32,"Shopify, Inc",Canada,none
bizzycoffee.com,23.227.38.32,"Shopify, Inc",Canada,none
greatkeg.com,23.227.38.68,"Shopify, Inc",Canada,none
ionbottles.com,23.227.38.65,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
best-store.cl,23.227.38.65,"Shopify, Inc",Canada,none
rawcanvasskinbar.com,23.227.38.32,"Shopify, Inc",Canada,none
annebarge.com,23.227.38.32,"Shopify, Inc",Canada,none
phool.co,23.227.38.32,"Shopify, Inc",Canada,none
theskippingstone.com,23.227.38.32,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
brandedbills.com,23.227.38.32,"Shopify, Inc",Canada,none
boultaudio.com,23.227.38.65,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
dockatot.com,23.227.38.32,"Shopify, Inc",Canada,none
dangoproducts.com,23.227.38.32,"Shopify, Inc",Canada,none
lemsshoes.com,23.227.38.32,"Shopify, Inc",Canada,none
ericemanuel.com,23.227.38.32,"Shopify, Inc",Canada,none
intelligentsia.com,23.227.38.65,"Shopify, Inc",Canada,none
halfrate.in,23.227.38.32,"Shopify, Inc",Canada,none
thegeniusbrand.com,23.227.38.32,"Shopify, Inc",Canada,none
holotaco.com,23.227.38.32,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
izziesboutique.com,23.227.38.32,"Shopify, Inc",Canada,none
clever.uy,23.227.38.65,"Shopify, Inc",Canada,none
raynebeauty.com,23.227.38.32,"Shopify, Inc",Canada,none
ascentprotein.com,23.227.38.32,"Shopify, Inc",Canada,none
senreve.com,23.227.38.32,"Shopify, Inc",Canada,none
upwest.com,23.227.38.32,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
frame-store.com,23.227.38.32,"Shopify, Inc",Canada,none
teabox.com,23.227.38.74,"Shopify, Inc",Canada,none
furrion.com,23.227.38.32,"Shopify, Inc",Canada,none
mtvtn.com,23.227.38.32,"Shopify, Inc",Canada,none
lizzyjames.com,23.227.38.32,"Shopify, Inc",Canada,none
baserange.com,23.227.38.65,"Shopify, Inc",Canada,none
gosavely.com,23.227.38.65,"Shopify, Inc",Canada,none
satvicmovement.org,23.227.38.32,"Shopify, Inc",Canada,none
kravebeauty.com,23.227.38.32,"Shopify, Inc",Canada,none
hostdefense.com,23.227.38.32,"Shopify, Inc",Canada,none
klatchroasting.com,23.227.38.32,"Shopify, Inc",Canada,none
epicpetshop.com,23.227.38.36,"Shopify, Inc",Canada,none
rulebreakersnacks.com,23.227.38.32,"Shopify, Inc",Canada,none
bask-la.com,23.227.38.32,"Shopify, Inc",Canada,none
openfarmpet.com,23.227.38.32,"Shopify, Inc",Canada,none
moxielash.com,23.227.38.74,"Shopify, Inc",Canada,none
freshwatersystems.com,23.227.38.32,"Shopify, Inc",Canada,none
truegrittexturesupply.com,23.227.38.32,"Shopify, Inc",Canada,none
getlambs.com,23.227.38.32,"Shopify, Inc",Canada,none
tenlittle.com,23.227.38.32,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
maverickandco.co,23.227.38.32,"Shopify, Inc",Canada,none
flovitamins.com,23.227.38.32,"Shopify, Inc",Canada,none
nouvelheritage.com,23.227.38.32,"Shopify, Inc",Canada,none
batabd.com,23.227.38.32,"Shopify, Inc",Canada,none
ghc.health,23.227.38.65,"Shopify, Inc",Canada,none
johnnie-o.com,23.227.38.32,"Shopify, Inc",Canada,none
liveinfinitely.com,23.227.38.32,"Shopify, Inc",Canada,none
getnrg.com,23.227.38.65,"Shopify, Inc",Canada,none
fajasmariae.com,23.227.38.32,"Shopify, Inc",Canada,none
saltandstraw.com,23.227.38.65,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
batteryhookup.com,23.227.38.32,"Shopify, Inc",Canada,none
osconatural.com,23.227.38.32,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
kos.com,23.227.38.32,"Shopify, Inc",Canada,none
loveandlogic.com,23.227.38.32,"Shopify, Inc",Canada,none
fleshlight.com,23.227.38.74,"Shopify, Inc",Canada,none
hicolugo.com,23.227.38.32,"Shopify, Inc",Canada,none
driver-car-accessories.com,23.227.38.65,"Shopify, Inc",Canada,none
mpgsport.com,23.227.38.32,"Shopify, Inc",Canada,none
manlybands.com,23.227.38.32,"Shopify, Inc",Canada,none
sokoglam.com,23.227.38.32,"Shopify, Inc",Canada,none
tanotis.com,23.227.38.32,"Shopify, Inc",Canada,none
kizik.com,23.227.38.32,"Shopify, Inc",Canada,none
loulouboutiques.com,23.227.38.32,"Shopify, Inc",Canada,none
bricksworld.com,23.227.38.32,"Shopify, Inc",Canada,none
junglepresets.com,23.227.38.74,"Shopify, Inc",Canada,none
saveritemedical.com,23.227.38.32,"Shopify, Inc",Canada,none
bermies.com,23.227.38.65,"Shopify, Inc",Canada,none
skylarglobal.com,23.227.38.32,"Shopify, Inc",Canada,none
helenkaminski.com.au,23.227.38.65,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
tootimid.com,23.227.38.32,"Shopify, Inc",Canada,none
annchery.com.co,23.227.38.32,"Shopify, Inc",Canada,none
jasonmarkk.com,23.227.38.32,"Shopify, Inc",Canada,none
inmeza.com,23.227.38.32,"Shopify, Inc",Canada,none
mymedic.com,23.227.38.32,"Shopify, Inc",Canada,none
uomabeauty.com,23.227.38.32,"Shopify, Inc",Canada,none
shopbubblyboutique.com,23.227.38.65,"Shopify, Inc",Canada,none
fajasalome.com.co,23.227.38.32,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
lenosgarage.com,23.227.38.32,"Shopify, Inc",Canada,none
marijuanapackaging.com,23.227.38.32,"Shopify, Inc",Canada,none
edexdeals.com,23.227.38.64,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
veprod-tienda.cl,23.227.38.32,"Shopify, Inc",Canada,none
schaeferoutfitter.com,23.227.38.32,"Shopify, Inc",Canada,none
bjjfanatics.com,23.227.38.32,"Shopify, Inc",Canada,none
bravelets.com,23.227.38.32,"Shopify, Inc",Canada,none
teammuscleforce.com,23.227.38.32,"Shopify, Inc",Canada,none
notebooktherapy.com,23.227.38.71,"Shopify, Inc",Canada,none
puckerbuttpeppercompany.com,23.227.38.32,"Shopify, Inc",Canada,none
juniperprintshop.com,23.227.38.32,"Shopify, Inc",Canada,none
beisshoptomateros.com.mx,23.227.38.32,"Shopify, Inc",Canada,none
prioritybicycles.com,23.227.38.65,"Shopify, Inc",Canada,none
rachelantonoff.com,23.227.38.32,"Shopify, Inc",Canada,none
gaiam.com,23.227.38.32,"Shopify, Inc",Canada,none
ranchoel17steaks.com,23.227.38.70,"Shopify, Inc",Canada,none
lyfe-elevated.com,23.227.38.72,"Shopify, Inc",Canada,none
moonjuice.com,23.227.38.32,"Shopify, Inc",Canada,none
ancheer.shop,23.227.38.32,"Shopify, Inc",Canada,none
wildepresets.com,23.227.38.73,"Shopify, Inc",Canada,none
siriusarchery.com,23.227.38.32,"Shopify, Inc",Canada,none
blackhawksupply.com,23.227.38.32,"Shopify, Inc",Canada,none
crownandpaw.com,23.227.38.74,"Shopify, Inc",Canada,none
beautyshineshop.com,23.227.38.32,"Shopify, Inc",Canada,none
